backend,batch_size,warmup,repeat,num_images,total_batches,total_samples,avg_latency_ms,p95_latency_ms,min_latency_ms,max_latency_ms,fps,avg_preprocess_ms,avg_trt_run_wall_ms,avg_postprocess_ms,avg_h2d_ms,avg_gpu_inference_ms,avg_d2h_ms,avg_gpu_total_ms,avg_gpu_stage_sum_ms,wall_minus_gpu_total_ms
TensorRT_FP32_Batch32_Acceptance_Run1,32,5,30,244,240,7320,101.398490,134.948350,63.209590,142.982378,300.793434,75.439400,25.079481,0.879608,1.814968,23.031869,0.170562,25.017399,25.017399,0.062082
