backend,batch_size,warmup,repeat,num_images,total_batches,total_samples,avg_latency_ms,p95_latency_ms,min_latency_ms,max_latency_ms,fps,avg_preprocess_ms,avg_trt_run_wall_ms,avg_postprocess_ms,avg_h2d_ms,avg_gpu_inference_ms,avg_d2h_ms,avg_gpu_total_ms,avg_gpu_stage_sum_ms,wall_minus_gpu_total_ms
TensorRT_FP32_Batch32_Acceptance_Run4,32,5,30,244,240,7320,106.911296,135.832871,63.347718,140.942468,285.283230,75.175749,30.863169,0.872379,1.894951,28.849826,0.213445,30.958222,30.958222,-0.095053
