backend,batch_size,warmup,repeat,num_images,total_batches,total_samples,avg_latency_ms,p95_latency_ms,min_latency_ms,max_latency_ms,fps,avg_preprocess_ms,avg_infer_ms,avg_postprocess_ms
TensorRT_FP32_Batch32_Acceptance_Run3,32,5,30,244,240,7320,107.272724,136.576952,63.613700,143.443809,284.322044,76.177734,30.218774,0.876215
